<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.07.24	1.16909	1.17169	1.16546	1.16816	129263	0	0
2018.07.25	1.16822	1.17387	1.16640	1.17285	141170	0	0
2018.07.26	1.17276	1.17438	1.16402	1.16429	140619	0	0
2018.07.27	1.16424	1.16644	1.16202	1.16575	116762	0	0
2018.07.30	1.16570	1.17189	1.16481	1.17048	87697	0	0
2018.07.31	1.17033	1.17460	1.16830	1.16896	125318	0	0
2018.08.01	1.16901	1.16998	1.16573	1.16602	115596	0	0
2018.08.02	1.16587	1.16676	1.15817	1.15847	111036	0	0
2018.08.03	1.15839	1.16106	1.15602	1.15667	124422	0	0
2018.08.06	1.15668	1.15705	1.15300	1.15527	83575	0	0
2018.08.07	1.15532	1.16082	1.15490	1.15985	89715	0	0
2018.08.08	1.15979	1.16283	1.15732	1.16096	86802	0	0
2018.08.09	1.16098	1.16194	1.15256	1.15271	100099	0	0
2018.08.10	1.15259	1.15365	1.13880	1.14093	222094	0	0
2018.08.13	1.13709	1.14330	1.13649	1.14093	188564	0	0
2018.08.14	1.14098	1.14295	1.13302	1.13432	153618	0	0
2018.08.15	1.13431	1.13552	1.13010	1.13456	152170	0	0
2018.08.16	1.13443	1.14092	1.13358	1.13762	166195	0	0
2018.08.17	1.13759	1.14450	1.13665	1.14388	134253	0	0
2018.08.20	1.14373	1.14849	1.13944	1.14832	108952	0	0
2018.08.21	1.14802	1.16012	1.14786	1.15711	155467	0	0
2018.08.22	1.15703	1.16230	1.15532	1.15965	133753	0	0
2018.08.23	1.15955	1.15995	1.15298	1.15421	128363	0	0
2018.08.24	1.15353	1.16399	1.15348	1.16215	134058	0	0
2018.08.27	1.16140	1.16937	1.15946	1.16783	80250	0	0
2018.08.28	1.16772	1.17336	1.16626	1.16942	95410	0	0
2018.08.29	1.16934	1.17100	1.16519	1.17067	104787	0	0
2018.08.30	1.17059	1.17183	1.16417	1.16673	102420	0	0
2018.08.31	1.16707	1.16902	1.15846	1.16060	111007	0	0
2018.09.03	1.15950	1.16279	1.15890	1.16170	63456	0	0
2018.09.04	1.16164	1.16193	1.15301	1.15826	95607	0	0
2018.09.05	1.15795	1.16404	1.15428	1.16302	106855	0	0
2018.09.06	1.16288	1.16593	1.16054	1.16241	104654	0	0
2018.09.07	1.16216	1.16494	1.15506	1.15523	107424	0	0
2018.09.10	1.15480	1.16165	1.15258	1.15947	74856	0	0
2018.09.11	1.15901	1.16443	1.15656	1.16047	80219	0	0
2018.09.12	1.16038	1.16498	1.15702	1.16264	91862	0	0
2018.09.13	1.16249	1.17012	1.16092	1.16905	88979	0	0
2018.09.14	1.16894	1.17217	1.16207	1.16220	74738	0	0
2018.09.17	1.16230	1.16981	1.16179	1.16836	67444	0	0
2018.09.18	1.16818	1.17244	1.16522	1.16662	102702	0	0
2018.09.19	1.16622	1.17149	1.16499	1.16732	88699	0	0
2018.09.20	1.16714	1.17845	1.16689	1.17774	105361	0	0
2018.09.21	1.17766	1.18027	1.17327	1.17540	92511	0	0
2018.09.24	1.17412	1.18152	1.17242	1.17462	79119	0	0
2018.09.25	1.17474	1.17928	1.17309	1.17663	87219	0	0
2018.09.26	1.17657	1.17980	1.17260	1.17405	102771	0	0
2018.09.27	1.17359	1.17571	1.16390	1.16418	119608	0	0
2018.09.28	1.16402	1.16513	1.15698	1.16027	104606	0	0
2018.10.01	1.16169	1.16248	1.15636	1.15785	90019	0	0
2018.10.02	1.15779	1.15802	1.15052	1.15463	103130	0	0
2018.10.03	1.15449	1.15938	1.14643	1.14784	122077	0	0
2018.10.04	1.14761	1.15428	1.14634	1.15140	114307	0	0
2018.10.05	1.15132	1.15497	1.14840	1.15189	110973	0	0
2018.10.08	1.15210	1.15296	1.14598	1.14914	76762	0	0
2018.10.09	1.14904	1.15035	1.14323	1.14923	113137	0	0
2018.10.10	1.14888	1.15454	1.14799	1.15182	105326	0	0
2018.10.11	1.15185	1.15993	1.15182	1.15934	159529	0	0
2018.10.12	1.15932	1.16105	1.15342	1.15576	106033	0	0
2018.10.15	1.15370	1.16063	1.15370	1.15786	93413	0	0
2018.10.16	1.15793	1.16216	1.15661	1.15738	92207	0	0
2018.10.17	1.15729	1.15804	1.14959	1.15002	106668	0	0
2018.10.18	1.14996	1.15274	1.14492	1.14512	114140	0	0
2018.10.19	1.14528	1.15348	1.14330	1.15146	109966	0	0
2018.10.22	1.15160	1.15502	1.14559	1.14645	93915	0	0
2018.10.23	1.14640	1.14937	1.14393	1.14704	114428	0	0
2018.10.24	1.14712	1.14767	1.13787	1.13925	116917	0	0
2018.10.25	1.13914	1.14326	1.13562	1.13734	117152	0	0
2018.10.26	1.13742	1.14211	1.13357	1.14023	125201	0	0
2018.10.29	1.13918	1.14165	1.13607	1.13726	104092	0	0
2018.10.30	1.13720	1.13879	1.13405	1.13450	94160	0	0
2018.10.31	1.13431	1.13602	1.13022	1.13136	103368	0	0
2018.11.01	1.13105	1.14242	1.13072	1.14088	111835	0	0
2018.11.02	1.14079	1.14559	1.13723	1.13867	119077	0	0
2018.11.05	1.13869	1.14240	1.13533	1.14075	90873	0	0
2018.11.06	1.14064	1.14378	1.13914	1.14266	89869	0	0
2018.11.07	1.14257	1.14996	1.13944	1.14255	146464	0	0
2018.11.08	1.14253	1.14469	1.13515	1.13638	111478	0	0
2018.11.09	1.13630	1.13689	1.13162	1.13344	105356	0	0
2018.11.12	1.13178	1.13307	1.12155	1.12174	104322	0	0
2018.11.13	1.12167	1.12937	1.12163	1.12908	117582	0	0
2018.11.14	1.12888	1.13475	1.12632	1.13094	135317	0	0
2018.11.15	1.13074	1.13626	1.12706	1.13304	142675	0	0
2018.11.16	1.13245	1.14201	1.13215	1.14171	111392	0	0
2018.11.19	1.14128	1.14645	1.13939	1.14534	83434	0	0
2018.11.20	1.14515	1.14724	1.13588	1.13704	98388	0	0
2018.11.21	1.13691	1.14248	1.13636	1.13855	93476	0	0
2018.11.22	1.13795	1.14340	1.13795	1.14040	80607	0	0
2018.11.23	1.13998	1.14213	1.13273	1.13320	80041	0	0
2018.11.26	1.13399	1.13838	1.13250	1.13276	80154	0	0
2018.11.27	1.13264	1.13437	1.12775	1.12914	96779	0	0
2018.11.28	1.12852	1.13876	1.12672	1.13662	103149	0	0
2018.11.29	1.13658	1.14017	1.13488	1.13935	93642	0	0
2018.11.30	1.13927	1.14004	1.13055	1.13197	85769	0	0
2018.12.03	1.13493	1.13798	1.13195	1.13539	83634	0	0
2018.12.04	1.13520	1.14188	1.13186	1.13420	103975	0	0
2018.12.05	1.13406	1.13614	1.13105	1.13446	57074	0	0
2018.12.06	1.13444	1.14126	1.13211	1.13776	116070	0	0
2018.12.07	1.13725	1.14236	1.13603	1.14012	100921	0	0
2018.12.10	1.13903	1.14429	1.13505	1.13553	113092	0	0
2018.12.11	1.13541	1.14004	1.13063	1.13183	95964	0	0
2018.12.12	1.13150	1.13873	1.13150	1.13689	97796	0	0
2018.12.13	1.13678	1.13933	1.13312	1.13581	90249	0	0
2018.12.14	1.13602	1.13650	1.12700	1.13033	83066	0	0
2018.12.17	1.12998	1.13578	1.12965	1.13474	76407	0	0
2018.12.18	1.13469	1.14024	1.13367	1.13632	82014	0	0
2018.12.19	1.13590	1.14394	1.13589	1.13760	112964	0	0
2018.12.20	1.13736	1.14859	1.13693	1.14456	122722	0	0
2018.12.21	1.14449	1.14742	1.13559	1.13675	103433	0	0
2018.12.24	1.13702	1.14385	1.13604	1.14078	76271	0	0
2018.12.26	1.13858	1.14199	1.13429	1.13539	57389	0	0
2018.12.27	1.13504	1.14541	1.13504	1.14313	124196	0	0
2018.12.28	1.14234	1.14728	1.14234	1.14405	98881	0	0
2018.12.31	1.14328	1.14660	1.14213	1.14448	65547	0	0
2019.01.02	1.14630	1.14967	1.13251	1.13435	103782	0	0
2019.01.03	1.13419	1.14112	1.12982	1.13942	132179	0	0
2019.01.04	1.13921	1.14192	1.13458	1.13972	108149	0	0
2019.01.07	1.13946	1.14827	1.13946	1.14741	77179	0	0
2019.01.08	1.14742	1.14846	1.14222	1.14413	81861	0	0
2019.01.09	1.14409	1.15575	1.14368	1.15430	111940	0	0
2019.01.10	1.15423	1.15698	1.14845	1.15003	104574	0	0
2019.01.11	1.14994	1.15404	1.14581	1.14644	92884	0	0
2019.01.14	1.14578	1.14820	1.14506	1.14689	79075	0	0
2019.01.15	1.14682	1.14897	1.13819	1.14124	105695	0	0
2019.01.16	1.14126	1.14248	1.13777	1.13913	80976	0	0
2019.01.17	1.13918	1.14060	1.13700	1.13884	95968	0	0
2019.01.18	1.13874	1.14102	1.13532	1.13634	73480	0	0
2019.01.21	1.13600	1.13914	1.13569	1.13667	48361	0	0
2019.01.22	1.13659	1.13741	1.13362	1.13597	65712	0	0
2019.01.23	1.13588	1.13945	1.13506	1.13804	69178	0	0
2019.01.24	1.13811	1.13914	1.12894	1.13074	106131	0	0
2019.01.25	1.13027	1.14176	1.12998	1.14055	92754	0	0
2019.01.28	1.14002	1.14437	1.13901	1.14257	68678	0	0
2019.01.29	1.14270	1.14502	1.14112	1.14319	86956	0	0
2019.01.30	1.14322	1.15017	1.14061	1.14793	94598	0	0
2019.01.31	1.14788	1.15142	1.14357	1.14475	90940	0	0
2019.02.01	1.14458	1.14886	1.14343	1.14534	77444	0	0
2019.02.04	1.14507	1.14604	1.14244	1.14357	63131	0	0
2019.02.05	1.14346	1.14405	1.14012	1.14047	59115	0	0
2019.02.06	1.14049	1.14095	1.13608	1.13616	59073	0	0
2019.02.07	1.13616	1.13684	1.13246	1.13378	63748	0	0
2019.02.08	1.13382	1.13509	1.13212	1.13234	51927	0	0
2019.02.11	1.13208	1.13299	1.12673	1.12748	57646	0	0
2019.02.12	1.12754	1.13398	1.12576	1.13269	57554	0	0
2019.02.13	1.13247	1.13415	1.12603	1.12612	63715	0	0
2019.02.14	1.12590	1.13099	1.12490	1.12955	78495	0	0
2019.02.15	1.12952	1.13062	1.12341	1.12922	68019	0	0
2019.02.18	1.12918	1.13340	1.12888	1.13107	43227	0	0
2019.02.19	1.13077	1.13576	1.12756	1.13403	70881	0	0
2019.02.20	1.13394	1.13712	1.13250	1.13370	69267	0	0
2019.02.21	1.13357	1.13664	1.13204	1.13327	80917	0	0
2019.02.22	1.13341	1.13558	1.13162	1.13320	64225	0	0
2019.02.25	1.13338	1.13674	1.13278	1.13569	58180	0	0
2019.02.26	1.13571	1.14027	1.13452	1.13889	67588	0	0
2019.02.27	1.13881	1.14036	1.13623	1.13694	67147	0	0
2019.02.28	1.13690	1.14196	1.13594	1.13703	78742	0	0
2019.03.01	1.13699	1.14086	1.13533	1.13623	67377	0	0
2019.03.04	1.13823	1.13823	1.13091	1.13398	49825	0	0
2019.03.05	1.13393	1.13409	1.12896	1.13070	48857	0	0
2019.03.06	1.13076	1.13246	1.12856	1.13063	46608	0	0
2019.03.07	1.13060	1.13203	1.11762	1.11937	63606	0	0
2019.03.08	1.11936	1.12460	1.11851	1.12330	59823	0	0
2019.03.11	1.12308	1.12584	1.12219	1.12442	48260	0	0
2019.03.12	1.12447	1.13050	1.12445	1.12862	64568	0	0
2019.03.13	1.12872	1.13387	1.12775	1.13289	50438	0	0
2019.03.14	1.13266	1.13375	1.12942	1.13047	55759	0	0
2019.03.15	1.13026	1.13444	1.12967	1.13250	46353	0	0
2019.03.18	1.13201	1.13590	1.13190	1.13397	40312	0	0
2019.03.19	1.13334	1.13616	1.13318	1.13512	40658	0	0
2019.03.20	1.13512	1.14480	1.13355	1.14120	58401	0	0
2019.03.21	1.14130	1.14374	1.13425	1.13752	63297	0	0
2019.03.22	1.13733	1.13907	1.12733	1.13003	70529	0	0
2019.03.25	1.12885	1.13314	1.12859	1.13126	52172	0	0
2019.03.26	1.13119	1.13260	1.12632	1.12658	58045	0	0
2019.03.27	1.12655	1.12856	1.12422	1.12440	66997	0	0
2019.03.28	1.12436	1.12612	1.12137	1.12238	62974	0	0
2019.03.29	1.12178	1.12465	1.12099	1.12172	62060	0	0
2019.04.01	1.12248	1.12499	1.12040	1.12121	52826	0	0
2019.04.02	1.12121	1.12159	1.11837	1.12043	50042	0	0
2019.04.03	1.12040	1.12546	1.12001	1.12330	48947	0	0
2019.04.04	1.12318	1.12476	1.12060	1.12203	44455	0	0
2019.04.05	1.12193	1.12450	1.12101	1.12158	41548	0	0
2019.04.08	1.12141	1.12746	1.12103	1.12592	38096	0	0
2019.04.09	1.12600	1.12843	1.12551	1.12631	43913	0	0
2019.04.10	1.12621	1.12873	1.12297	1.12745	48640	0	0
2019.04.11	1.12732	1.12875	1.12500	1.12544	39806	0	0
2019.04.12	1.12510	1.13240	1.12510	1.12982	46331	0	0
2019.04.15	1.13035	1.13210	1.12976	1.13040	37916	0	0
2019.04.16	1.13030	1.13139	1.12797	1.12806	49970	0	0
2019.04.17	1.12797	1.13238	1.12789	1.12989	44859	0	0
2019.04.18	1.12927	1.13040	1.12262	1.12299	55742	0	0
2019.04.19	1.12283	1.12476	1.12270	1.12409	23457	0	0
2019.04.22	1.12398	1.12622	1.12359	1.12570	19530	0	0
2019.04.23	1.12568	1.12613	1.11924	1.12275	43179	0	0
2019.04.24	1.12261	1.12263	1.11407	1.11521	56944	0	0
2019.04.25	1.11540	1.11626	1.11180	1.11327	52799	0	0
2019.04.26	1.11283	1.11740	1.11125	1.11449	55644	0	0
2019.04.29	1.11448	1.11868	1.11447	1.11847	35371	0	0
2019.04.30	1.11852	1.12290	1.11758	1.12153	52116	0	0
2019.05.01	1.12137	1.12646	1.11872	1.11947	45231	0	0
2019.05.02	1.11948	1.12191	1.11707	1.11716	50788	0	0
2019.05.03	1.11712	1.12048	1.11350	1.12026	54869	0	0
2019.05.06	1.11709	1.12092	1.11659	1.11989	47003	0	0
2019.05.07	1.11994	1.12178	1.11666	1.11917	52531	0	0
2019.05.08	1.11898	1.12138	1.11828	1.11920	63547	0	0
2019.05.09	1.11902	1.12510	1.11735	1.12121	70970	0	0
2019.05.10	1.12134	1.12536	1.12113	1.12340	60990	0	0
2019.05.13	1.12298	1.12636	1.12231	1.12246	54152	0	0
2019.05.14	1.12209	1.12441	1.12012	1.12040	46971	0	0
2019.05.15	1.12033	1.12248	1.11781	1.12018	52399	0	0
2019.05.16	1.12016	1.12241	1.11663	1.11727	45859	0	0
2019.05.17	1.11732	1.11844	1.11552	1.11573	51001	0	0
2019.05.20	1.11598	1.11748	1.11507	1.11655	38838	0	0
2019.05.21	1.11651	1.11881	1.11420	1.11616	47707	0	0
2019.05.22	1.11574	1.11802	1.11487	1.11503	39671	0	0
2019.05.23	1.11502	1.11875	1.11071	1.11820	55672	0	0
2019.05.24	1.11812	1.12122	1.11726	1.12051	44770	0	0
2019.05.27	1.12090	1.12151	1.11871	1.11925	22013	0	0
2019.05.28	1.11923	1.11985	1.11593	1.11601	45274	0	0
2019.05.29	1.11600	1.11725	1.11244	1.11310	48858	0	0
2019.05.30	1.11303	1.11434	1.11161	1.11294	39273	0	0
2019.05.31	1.11288	1.11798	1.11252	1.11691	59632	0	0
2019.06.03	1.11598	1.12620	1.11598	1.12411	57805	0	0
2019.06.04	1.12407	1.12773	1.12265	1.12518	62593	0	0
2019.06.05	1.12513	1.13068	1.12198	1.12203	67620	0	0
2019.06.06	1.12204	1.13090	1.12026	1.12754	68453	0	0
2019.06.07	1.12755	1.13477	1.12513	1.13326	60914	0	0
2019.06.10	1.13220	1.13304	1.12904	1.13117	45171	0	0
2019.06.11	1.13112	1.13376	1.13014	1.13257	54916	0	0
2019.06.12	1.13256	1.13435	1.12826	1.12871	54677	0	0
2019.06.13	1.12868	1.13038	1.12686	1.12766	51392	0	0
2019.06.14	1.12763	1.12892	1.12026	1.12112	59387	0	0
2019.06.17	1.12094	1.12471	1.12037	1.12177	38730	0	0
2019.06.18	1.12178	1.12428	1.11813	1.11941	68501	0	0
2019.06.19	1.11926	1.12543	1.11872	1.12263	60995	0	0
2019.06.20	1.12259	1.13174	1.12257	1.12913	77299	0	0
2019.06.21	1.12918	1.13778	1.12831	1.13690	71398	0	0
2019.06.24	1.13699	1.14041	1.13658	1.13984	51757	0	0
2019.06.25	1.13979	1.14122	1.13443	1.13668	73590	0	0
2019.06.26	1.13662	1.13913	1.13475	1.13685	64666	0	0
2019.06.27	1.13676	1.13816	1.13479	1.13693	55538	0	0
2019.06.28	1.13690	1.13935	1.13507	1.13697	52939	0	0
2019.07.01	1.13595	1.13712	1.12811	1.12851	59256	0	0
2019.07.02	1.12849	1.13212	1.12752	1.12862	49201	0	0
2019.07.03	1.12840	1.13115	1.12685	1.12778	47093	0	0
2019.07.04	1.12778	1.12951	1.12732	1.12843	23894	0	0
2019.07.05	1.12836	1.12877	1.12074	1.12254	50105	0	0
2019.07.08	1.12219	1.12344	1.12070	1.12143	36426	0	0
2019.07.09	1.12138	1.12188	1.11934	1.12075	39167	0	0
2019.07.10	1.12078	1.12644	1.12018	1.12504	55757	0	0
2019.07.11	1.12505	1.12858	1.12452	1.12546	55426	0	0
2019.07.12	1.12537	1.12749	1.12382	1.12707	48634	0	0
2019.07.15	1.12673	1.12839	1.12532	1.12578	37927	0	0
2019.07.16	1.12574	1.12635	1.12019	1.12094	46222	0	0
2019.07.17	1.12098	1.12336	1.11998	1.12251	39140	0	0
2019.07.18	1.12236	1.12805	1.12053	1.12772	57963	0	0
2019.07.19	1.12765	1.12820	1.12034	1.12219	55772	0	0
2019.07.22	1.12149	1.12254	1.12063	1.12088	38181	0	0
2019.07.23	1.12085	1.12096	1.11459	1.11511	42874	0	0
2019.07.24	1.11519	1.11559	1.11270	1.11394	43788	0	0
2019.07.25	1.11403	1.11878	1.11014	1.11466	64096	0	0
2019.07.26	1.11470	1.11510	1.11121	1.11283	41673	0	0
2019.07.29	1.11238	1.11510	1.11130	1.11452	33520	0	0
2019.07.30	1.11448	1.11610	1.11322	1.11558	45574	0	0
2019.07.31	1.11540	1.11622	1.10602	1.10765	65886	0	0
2019.08.01	1.10756	1.10959	1.10269	1.10849	83433	0	0
2019.08.02	1.10848	1.11164	1.10697	1.11055	89620	0	0
2019.08.05	1.11004	1.12132	1.10983	1.12029	83905	0	0
2019.08.06	1.12030	1.12497	1.11676	1.12017	81232	0	0
2019.08.07	1.11969	1.12419	1.11792	1.11994	94540	0	0
2019.08.08	1.12005	1.12327	1.11770	1.11796	68830	0	0
2019.08.09	1.11797	1.12231	1.11783	1.12009	56631	0	0
2019.08.12	1.11978	1.12307	1.11621	1.12136	53740	0	0
2019.08.13	1.12131	1.12286	1.11701	1.11711	78399	0	0
2019.08.14	1.11706	1.11908	1.11306	1.11385	70980	0	0
2019.08.15	1.11377	1.11584	1.10914	1.11093	81690	0	0
2019.08.16	1.11066	1.11122	1.10663	1.10897	57159	0	0
2019.08.19	1.10919	1.11138	1.10762	1.10781	41314	0	0
2019.08.20	1.10777	1.11068	1.10657	1.11005	43676	0	0
2019.08.21	1.10994	1.11072	1.10807	1.10845	39637	0	0
2019.08.22	1.10843	1.11134	1.10637	1.10793	51801	0	0
2019.08.23	1.10790	1.11533	1.10518	1.11427	69429	0	0
2019.08.26	1.11498	1.11639	1.10942	1.10993	89240	0	0
2019.08.27	1.11009	1.11159	1.10857	1.10902	58185	0	0
2019.08.28	1.10898	1.10979	1.10733	1.10779	52807	0	0
2019.08.29	1.10772	1.10930	1.10420	1.10565	55278	0	0
2019.08.30	1.10564	1.10604	1.09633	1.09903	56232	0	0
2019.09.02	1.09889	1.09967	1.09581	1.09666	35541	0	0
2019.09.03	1.09664	1.09789	1.09264	1.09735	61055	0	0
2019.09.04	1.09740	1.10386	1.09686	1.10345	55986	0	0
2019.09.05	1.10356	1.10848	1.10168	1.10344	59633	0	0
2019.09.06	1.10345	1.10574	1.10204	1.10253	57821	0	0
2019.09.09	1.10228	1.10681	1.10155	1.10462	44051	0	0
2019.09.10	1.10472	1.10596	1.10306	1.10426	45034	0	0
2019.09.11	1.10431	1.10556	1.09853	1.10105	43732	0	0
2019.09.12	1.10103	1.10873	1.09269	1.10638	76885	0	0
2019.09.13	1.10642	1.11096	1.10554	1.10720	54516	0	0
2019.09.16	1.10731	1.10865	1.09935	1.10040	53166	0	0
2019.09.17	1.09978	1.10746	1.09904	1.10721	57832	0	0
2019.09.18	1.10721	1.10757	1.10138	1.10293	56200	0	0
2019.09.19	1.10294	1.10736	1.10230	1.10407	56673	0	0
2019.09.20	1.10408	1.10677	1.09964	1.10196	54171	0	0
2019.09.23	1.10133	1.10254	1.09662	1.09930	52881	0	0
2019.09.24	1.09932	1.10241	1.09838	1.10202	54456	0	0
2019.09.25	1.10196	1.10230	1.09375	1.09427	55460	0	0
2019.09.26	1.09422	1.09674	1.09087	1.09198	54841	0	0
2019.09.27	1.09212	1.09587	1.09046	1.09416	52564	0	0
2019.09.30	1.09424	1.09478	1.08847	1.08994	48190	0	0
2019.10.01	1.08964	1.09430	1.08792	1.09319	60114	0	0
2019.10.02	1.09321	1.09637	1.09042	1.09592	54403	0	0
2019.10.03	1.09591	1.09994	1.09411	1.09636	61237	0	0
2019.10.04	1.09634	1.09972	1.09569	1.09783	54776	0	0
2019.10.07	1.09801	1.10006	1.09620	1.09705	43140	0	0
2019.10.08	1.09702	1.09958	1.09410	1.09558	59230	0	0
2019.10.09	1.09565	1.09904	1.09504	1.09710	46477	0	0
2019.10.10	1.09709	1.10338	1.09705	1.10058	70715	0	0
2019.10.11	1.10054	1.10628	1.10009	1.10353	72831	0	0
2019.10.14	1.10315	1.10428	1.10128	1.10260	41250	0	0
2019.10.15	1.10271	1.10460	1.09913	1.10323	62421	0	0
2019.10.16	1.10328	1.10856	1.10226	1.10719	65263	0	0
2019.10.17	1.10715	1.11398	1.10651	1.11243	61445	0	0
2019.10.18	1.11242	1.11710	1.11147	1.11682	49190	0	0
2019.10.21	1.11607	1.11795	1.11387	1.11498	42544	0	0
2019.10.22	1.11493	1.11568	1.11178	1.11248	45484	0	0
2019.10.23	1.11248	1.11400	1.11062	1.11302	38319	0	0
2019.10.24	1.11305	1.11628	1.10932	1.11050	50516	0	0
2019.10.25	1.11038	1.11230	1.10732	1.10800	35228	0	0
2019.10.28	1.10795	1.11066	1.10756	1.10998	31577	0	0
2019.10.29	1.10996	1.11185	1.10736	1.11107	38465	0	0
2019.10.30	1.11119	1.11516	1.10800	1.11499	54520	0	0
2019.10.31	1.11500	1.11755	1.11314	1.11515	55184	0	0
2019.11.01	1.11512	1.11718	1.11281	1.11651	43957	0	0
2019.11.04	1.11680	1.11755	1.11249	1.11285	37972	0	0
2019.11.05	1.11281	1.11403	1.10636	1.10739	51299	0	0
2019.11.06	1.10743	1.10930	1.10649	1.10666	39576	0	0
2019.11.07	1.10656	1.10917	1.10360	1.10502	56322	0	0
2019.11.08	1.10494	1.10556	1.10168	1.10198	41346	0	0
2019.11.11	1.10226	1.10430	1.10164	1.10330	27757	0	0
2019.11.12	1.10327	1.10386	1.10025	1.10090	38198	0	0
2019.11.13	1.10088	1.10204	1.09954	1.10070	41097	0	0
2019.11.14	1.10057	1.10276	1.09890	1.10208	39588	0	0
2019.11.15	1.10227	1.10568	1.10146	1.10524	32705	0	0
2019.11.18	1.10477	1.10900	1.10477	1.10721	34151	0	0
2019.11.19	1.10716	1.10840	1.10628	1.10783	30240	0	0
2019.11.20	1.10782	1.10814	1.10530	1.10725	39001	0	0
2019.11.21	1.10725	1.10970	1.10523	1.10588	38824	0	0
2019.11.22	1.10585	1.10875	1.10146	1.10196	41084	0	0
2019.11.25	1.10161	1.10322	1.10036	1.10117	34713	0	0
2019.11.26	1.10135	1.10255	1.10070	1.10220	34633	0	0
2019.11.27	1.10198	1.10245	1.09923	1.09988	34154	0	0
2019.11.28	1.09992	1.10179	1.09985	1.10073	23781	0	0
2019.11.29	1.10073	1.10282	1.09812	1.10183	32193	0	0
2019.12.02	1.10227	1.10897	1.10030	1.10784	37524	0	0
2019.12.03	1.10787	1.10935	1.10660	1.10818	37198	0	0
2019.12.04	1.10812	1.11162	1.10668	1.10774	42386	0	0
2019.12.05	1.10773	1.11082	1.10772	1.11040	33114	0	0
2019.12.06	1.11041	1.11097	1.10398	1.10601	32442	0	0
2019.12.09	1.10492	1.10780	1.10492	1.10641	25188	0	0
2019.12.10	1.10634	1.10978	1.10629	1.10935	31684	0	0
2019.12.11	1.10923	1.11449	1.10704	1.11300	40182	0	0
2019.12.12	1.11294	1.11543	1.11031	1.11320	51552	0	0
2019.12.13	1.11285	1.11992	1.11021	1.11187	72199	0	0
2019.12.16	1.11247	1.11580	1.11226	1.11440	36032	0	0
2019.12.17	1.11430	1.11746	1.11293	1.11508	39194	0	0
2019.12.18	1.11490	1.11542	1.11103	1.11134	34479	0	0
2019.12.19	1.11131	1.11443	1.11072	1.11202	38030	0	0
2019.12.20	1.11218	1.11248	1.10663	1.10764	33239	0	0
2019.12.23	1.10767	1.10960	1.10700	1.10895	31112	0	0
2019.12.24	1.10887	1.10940	1.10692	1.10863	26465	0	0
2019.12.26	1.10892	1.11090	1.10824	1.10969	15798	0	0
2019.12.27	1.10975	1.11884	1.10943	1.11764	43184	0	0
2019.12.30	1.11704	1.12208	1.11704	1.11991	42522	0	0
2019.12.31	1.11981	1.12392	1.11972	1.12233	36063	0	0
2020.01.02	1.12119	1.12246	1.11636	1.11726	40413	0	0
2020.01.03	1.11717	1.11798	1.11250	1.11568	48272	0	0
2020.01.06	1.11577	1.12056	1.11572	1.11969	41393	0	0
2020.01.07	1.11968	1.11974	1.11336	1.11517	44674	0	0
2020.01.08	1.11519	1.11682	1.11018	1.11041	64999	0	0
2020.01.09	1.11053	1.11204	1.10923	1.11068	40036	0	0
2020.01.10	1.11057	1.11292	1.10850	1.11210	37811	0	0
2020.01.13	1.11106	1.11470	1.11106	1.11352	31470	0	0
2020.01.14	1.11339	1.11446	1.11044	1.11266	38939	0	0
2020.01.15	1.11276	1.11636	1.11185	1.11498	35118	0	0
2020.01.16	1.11495	1.11726	1.11280	1.11359	36266	0	0
2020.01.17	1.11360	1.11426	1.10863	1.10895	33689	0	0
2020.01.20	1.10901	1.11023	1.10767	1.10950	26733	0	0
2020.01.21	1.10939	1.11180	1.10810	1.10820	32602	0	0
2020.01.22	1.10818	1.10984	1.10702	1.10943	30658	0	0
2020.01.23	1.10927	1.11087	1.10364	1.10578	38665	0	0
2020.01.24	1.10531	1.10617	1.10198	1.10273	32602	0	0
2020.01.27	1.10302	1.10377	1.10098	1.10195	34547	0	0
2020.01.28	1.10189	1.10252	1.09980	1.10216	28707	0	0
2020.01.29	1.10223	1.10276	1.09924	1.10104	28998	0	0
2020.01.30	1.10093	1.10394	1.10047	1.10314	36072	0	0
2020.01.31	1.10314	1.10954	1.10170	1.10946	37993	0	0
2020.02.03	1.10932	1.10941	1.10370	1.10611	37051	0	0
2020.02.04	1.10583	1.10642	1.10328	1.10445	31634	0	0
2020.02.05	1.10441	1.10479	1.09936	1.09988	34543	0	0
2020.02.06	1.09987	1.10140	1.09644	1.09809	29464	0	0
2020.02.07	1.09824	1.09850	1.09420	1.09439	36454	0	0
2020.02.10	1.09444	1.09576	1.09078	1.09106	29464	0	0
2020.02.11	1.09108	1.09250	1.08916	1.09156	31116	0	0
2020.02.12	1.09151	1.09257	1.08653	1.08737	31563	0	0
2020.02.13	1.08736	1.08888	1.08341	1.08392	34163	0	0
2020.02.14	1.08409	1.08613	1.08274	1.08302	30600	0	0
2020.02.17	1.08371	1.08510	1.08292	1.08334	21653	0	0
2020.02.18	1.08351	1.08373	1.07856	1.07909	35082	0	0
2020.02.19	1.07910	1.08117	1.07822	1.08069	33209	0	0
2020.02.20	1.08044	1.08212	1.07778	1.07832	42794	0	0
2020.02.21	1.07846	1.08636	1.07828	1.08478	43328	0	0
